name_last,name_first,key_fangraphs,full_name
ricci,chuck,1010892,chuck ricci
riccio,dennis,-1,dennis riccio
riccio,len,-1,len riccio
rice,,-1,
rice,hal,1010896,hal rice
rice,del,1010894,del rice
rice,bob,-1,bob rice
rice,sam,1010900,sam rice
rice,harry,1010895,harry rice
rice,john,-1,john rice
rice,pat,1010899,pat rice
rice,scott,2743,scott rice
rice,bob,1010893,bob rice
rice,len,1010898,len rice
rice,jim,1010897,jim rice
rich,woody,1010933,woody rich
richar,danny,3767,danny richar
richard,chris,163,chris richard
richard,j. r.,1010913,j. r. richard
richard,lee,1010915,lee richard
richard,clayton,3551,clayton richard
richards,gene,1010907,gene richards
richards,trevor,19309,trevor richards
richards,paul,1010918,paul richards
richards,j. m.,-1,j. m. richards
richards,duane,1010905,duane richards
richards,rusty,1010919,rusty richards
richards,garrett,9784,garrett richards
richards,fred,1010906,fred richards
richardson,tom,1010920,tom richardson
richardson,antoan,209,antoan richardson
richardson,jack,1010910,jack richardson
richardson,bobby,1010903,bobby richardson
richardson,,1010901,
richardson,gordie,1010908,gordie richardson
richardson,glen,-1,glen richardson
richardson,kevin,4852,kevin richardson
richardson,jeff,1010912,jeff richardson
richardson,danny,1010904,danny richardson
richardson,henry,-1,henry richardson
richardson,nolen,1010917,nolen richardson
richardson,bill,1010902,bill richardson
richardson,gene,-1,gene richardson
richardson,hardy,1010909,hardy richardson
richardson,tom,-1,tom richardson
richardson,dustin,2548,dustin richardson
richardson,talmadge,-1,talmadge richardson
richardson,vidal,-1,vidal richardson
richardson,ken,1010914,ken richardson
richardson,jeff,1010911,jeff richardson
richardson,earl,-1,earl richardson
richardson,john,-1,john richardson
richardt,mike,1010916,mike richardt
richbourg,lefty,-1,lefty richbourg
richbourg,lance,1010921,lance richbourg
richert,pete,1010922,pete richert
richie,lew,1010923,lew richie
richie,rob,1010924,rob richie
richmond,john,1010927,john richmond
richmond,beryl,1010925,beryl richmond
richmond,ray,1010929,ray richmond
richmond,scott,4307,scott richmond
richmond,don,1010926,don richmond
richmond,lee,1010928,lee richmond
richter,john,1010931,john richter
richter,reggie,1010932,reggie richter
richter,al,1010930,al richter
rickard,joey,13277,joey rickard
rickert,marv,1010938,marv rickert
rickert,joe,1010937,joe rickert
ricketts,dave,1010935,dave ricketts
ricketts,dick,1010936,dick ricketts
rickey,branch,1010934,branch rickey
rickley,chris,1010939,chris rickley
ricks,bill,-1,bill ricks
ricks,john,1010940,john ricks
ricks,curtis,-1,curtis ricks
rico,art,1010941,art rico
rico,fred,1010942,fred rico
riconda,harry,1010943,harry riconda
riddick,vernon,-1,vernon riddick
riddle,elmer,1010946,elmer riddle
riddle,jt,17642,jt riddle
riddle,john,1010947,john riddle
riddle,marshall,-1,marshall riddle
riddle,johnny,1010948,johnny riddle
riddleberger,denny,1010944,denny riddleberger
riddlemoser,dorsey,1010945,dorsey riddlemoser
riddoch,greg,-1,greg riddoch
ridgway,jeff,2819,jeff ridgway
ridgway,jack,1010949,jack ridgway
ridings,stephen,22358,stephen ridings
ridley,jack,-1,jack ridley
ridzik,steve,1010950,steve ridzik
riebe,hank,1010951,hank riebe
riedling,john,1515,john riedling
riefenhauser,c. j.,11193,c. j. riefenhauser
rieger,elmer,1010952,elmer rieger
rieker,rich,-1,rich rieker
rienzo,andré,3507,andré rienzo
riesgo,nikco,1010953,nikco riesgo
rigby,brad,1010954,brad rigby
rigdon,paul,1010955,paul rigdon
riggan,jerrod,1422,jerrod riggan
riggans,shawn,3393,shawn riggans
riggert,joe,1010956,joe riggert
riggins,mike,-1,mike riggins
riggins,bill,-1,bill riggins
riggins,mark,-1,mark riggins
riggleman,jim,-1,jim riggleman
riggs,jeremy,-1,jeremy riggs
riggs,adam,492,adam riggs
riggs,lew,1010957,lew riggs
righetti,dave,1010958,dave righetti
rightnowar,ron,1010959,ron rightnowar
rigler,cy,-1,cy rigler
rigney,bill,1010960,bill rigney
rigney,johnny,1010961,johnny rigney
rigney,topper,1010962,topper rigney
rigoli,joe,-1,joe rigoli
rijo,jose,349,jose rijo
rikard,culley,1010963,culley rikard
riles,ernie,1010964,ernie riles
riley,george,1010966,george riley
riley,lee,1010969,lee riley
riley,jack,-1,jack riley
riley,matt,164,matt riley
riley,jim,1010967,jim riley
riley,austin,18360,austin riley
riley,billy,1010965,billy riley
riley,jim,1010968,jim riley
rincon,juan,752,juan rincon
rincon,andy,1010970,andy rincon
rincon,ricardo,401,ricardo rincon
rineer,jeff,1010971,jeff rineer
ring,royce,4350,royce ring
ring,jimmy,1010972,jimmy ring
ringo,frank,1010973,frank ringo
rinker,bob,1010974,bob rinker
rios,armando,1006,armando rios
rios,edwin,18316,edwin rios
rios,danny,1010975,danny rios
rios,alex,2090,alex rios
rios,juan,1010976,juan rios
ripken,cal,-1,cal ripken
ripken,cal,1010978,cal ripken
ripken,billy,1010977,billy ripken
ripley,allen,1010979,allen ripley
ripley,walt,1010980,walt ripley
rippelmeyer,ray,1010981,ray rippelmeyer
ripperger,mark,-1,mark ripperger
ripple,jimmy,1010983,jimmy ripple
ripple,charlie,1010982,charlie ripple
rippley,steve,-1,steve rippley
risberg,swede,1010984,swede risberg
rising,pop,1010985,pop rising
riske,david,402,david riske
risley,bill,1010986,bill risley
ritchey,john,-1,john ritchey
ritchey,claude,1010987,claude ritchey
ritchie,jay,1010988,jay ritchie
ritchie,,-1,
ritchie,todd,253,todd ritchie
ritchie,f.,-1,f. ritchie
ritchie,gregg,-1,gregg ritchie
ritchie,wally,1010989,wally ritchie
ritter,floyd,1010991,floyd ritter
ritter,lew,1010993,lew ritter
ritter,hank,1010992,hank ritter
ritter,reggie,1010994,reggie ritter
ritter,charlie,1010990,charlie ritter
ritterson,whitey,1010995,whitey ritterson
rittwage,jim,1010996,jim rittwage
ritz,jim,1010997,jim ritz
ritz,kevin,1010998,kevin ritz
rivas,alfonso,21560,alfonso rivas
rivas,luis,753,luis rivas
rivas,webster,14636,webster rivas
rivera,carlos,1749,carlos rivera
rivera,mike,493,mike rivera
rivera,charlie,-1,charlie rivera
rivera,ruben,1550,ruben rivera
rivera,german,1011001,german rivera
rivera,bombo,1011000,bombo rivera
rivera,luis,1011003,luis rivera
rivera,roberto,1011006,roberto rivera
rivera,t. j.,12495,t. j. rivera
rivera,juan,843,juan rivera
rivera,rené,3648,rené rivera
rivera,mariano,844,mariano rivera
rivera,yadiel,11863,yadiel rivera
rivera,luis,1011004,luis rivera
rivera,emmanuel,19890,emmanuel rivera
rivera,jim,1011002,jim rivera
rivera,ben,1010999,ben rivera
rivera,saul,2027,saul rivera
rivero,carlos,1136,carlos rivero
rivero,sebastián,21735,sebastián rivero
rivers,dewey,-1,dewey rivers
rivers,mickey,1011005,mickey rivers
riviere,tink,1011007,tink riviere
rixey,eppa,1011008,eppa rixey
rizzo,johnny,1011009,johnny rizzo
rizzo,anthony,3473,anthony rizzo
rizzo,todd,1011010,todd rizzo
rizzuto,phil,1011011,phil rizzuto
rleal,sendy,2737,sendy rleal
roa,joe,969,joe roa
roach,john,1011012,john roach
roach,skel,1011016,skel roach
roach,roxey,1011015,roxey roach
roach,mike,1011014,mike roach
roach,donn,10620,donn roach
roach,jason,1740,jason roach
roach,mel,1011013,mel roach
roark,tanner,8753,tanner roark
roarke,mike,1011017,mike roarke
roat,fred,1011018,fred roat
robb,john,-1,john robb
robb,scotty,-1,scotty robb
robbins,bruce,1011019,bruce robbins
robbins,jake,2266,jake robbins
robbins,slim,-1,slim robbins
robello,tony,1011020,tony robello
roberge,bert,1011022,bert roberge
roberge,skippy,1011050,skippy roberge
roberson,kevin,1011039,kevin roberson
roberson,chris,3577,chris roberson
roberson,sid,1011048,sid roberson
robert,luis,20043,luis robert
roberts,ryan,5653,ryan roberts
roberts,dave,1011029,dave roberts
roberts,brian,166,brian roberts
roberts,dave,1011032,dave roberts
roberts,robin,1011046,robin roberts
roberts,,-1,
roberts,kenny,10938,kenny roberts
roberts,lenny,-1,lenny roberts
roberts,leo,-1,leo roberts
roberts,red,1011043,red roberts
roberts,dale,1011030,dale roberts
roberts,ray,1011042,ray roberts
roberts,dave,670,dave roberts
roberts,leon,1011040,leon roberts
roberts,ethan,24930,ethan roberts
roberts,willis,167,willis roberts
roberts,curt,1011026,curt roberts
roberts,bip,1011023,bip roberts
roberts,dave,1011031,dave roberts
roberts,rags,-1,rags roberts
roberts,grant,894,grant roberts
roberts,specs,-1,specs roberts
roberts,skipper,1011049,skipper roberts
roberts,roy,-1,roy roberts
roberts,jim,1011037,jim roberts
roberts,mel,-1,mel roberts
roberts,,-1,
robertson,nate,1620,nate robertson
robertson,connor,7705,connor robertson
robertson,charlie,1011025,charlie robertson
robertson,bob,1011024,bob robertson
robertson,don,1011034,don robertson
robertson,jeriome,1619,jeriome robertson
robertson,gene,1011035,gene robertson
robertson,dan,6266,dan robertson
robertson,dave,1011027,dave robertson
robertson,jim,1011038,jim robertson
robertson,rich,1011045,rich robertson
robertson,dick,1011033,dick robertson
robertson,daryl,1011028,daryl robertson
robertson,jerry,1011036,jerry robertson
robertson,rich,1011044,rich robertson
robertson,mike,1011041,mike robertson
robertson,daniel,14145,daniel robertson
robertson,sherry,1011047,sherry robertson
robertson,andre,1011021,andre robertson
robertson,tyler,3223,tyler robertson
robertson,david,8241,david robertson
robertson,kramer,20022,kramer robertson
robidoux,billy jo,1011051,billy jo robidoux
robinson,val,1011077,val robinson
robinson,johnny,-1,johnny robinson
robinson,aaron,1011052,aaron robinson
robinson,fred,1011065,fred robinson
robinson,clint,6908,clint robinson
robinson,floyd,1011064,floyd robinson
robinson,eddie,1011063,eddie robinson
robinson,rabbit,1011075,rabbit robinson
robinson,frazier,-1,frazier robinson
robinson,jack,1011071,jack robinson
robinson,dewey,1011060,dewey robinson
robinson,newt,-1,newt robinson
robinson,bobby,-1,bobby robinson
robinson,dave,1011059,dave robinson
robinson,,-1,
robinson,brooks,1011055,brooks robinson
robinson,wilbert,1011078,wilbert robinson
robinson,ray,-1,ray robinson
robinson,shane,4249,shane robinson
robinson,humberto,1011068,humberto robinson
robinson,hank,1011067,hank robinson
robinson,skin down,-1,skin down robinson
robinson,neil,-1,neil robinson
robinson,,-1,
robinson,craig,1011058,craig robinson
robinson,ron,1011076,ron robinson
robinson,sheriff,-1,sheriff robinson
robinson,bobby,-1,bobby robinson
robinson,charles,-1,charles robinson
robinson,bruce,1011056,bruce robinson
robinson,chuckie,19824,chuckie robinson
robinson,jacob,-1,jacob robinson
robinson,lefty,-1,lefty robinson
robinson,derrick,2784,derrick robinson
robinson,jackie,1011070,jackie robinson
robinson,charlie,1011057,charlie robinson
robinson,ken,1011074,ken robinson
robinson,chris,3443,chris robinson
robinson,frank,1011066,frank robinson
robinson,,-1,
robinson,booker,-1,booker robinson
robinson,jeff,1011073,jeff robinson
robinson,kerry,1179,kerry robinson
robinson,george,-1,george robinson
robinson,jack,1011069,jack robinson
robinson,,-1,
robinson,earl,1011062,earl robinson
robinson,don,1011061,don robinson
robinson,trayvon,9875,trayvon robinson
robinson,william,1011079,william robinson
robinson,harold,-1,harold robinson
robinson,drew,11761,drew robinson
robinson,jeff,1011072,jeff robinson
robinson,bill,-1,bill robinson
robinson,bill,1011054,bill robinson
robison,stan,-1,stan robison
robitaille,chick,1011080,chick robitaille
robles,oscar,8975,oscar robles
robles,hansel,11801,hansel robles
robles,sergio,1011082,sergio robles
robles,victor,18363,victor robles
robles,rafael,1011081,rafael robles
robles,mauricio,8895,mauricio robles
robson,tom,1011083,tom robson
robson,jacob,19528,jacob robson
rocap,adam,1011084,adam rocap
rocco,mickey,1011085,mickey rocco
roche,armando,1011086,armando roche
roche,jack,1011088,jack roche
rochefort,ben,1011087,ben rochefort
rochelli,lou,1011089,lou rochelli
rochford,mike,1011090,mike rochford
rock,les,1011093,les rock
rockenfield,ike,1011091,ike rockenfield
rocker,john,1273,john rocker
rockett,pat,1011092,pat rockett
rodas,rich,1011094,rich rodas
rodgers,buck,1011098,buck rodgers
rodgers,brendan,17907,brendan rodgers
rodgers,brady,13393,brady rodgers
rodgers,bill,1011097,bill rodgers
rodgers,andre,1011095,andre rodgers
rodgers,bill,1011096,bill rodgers
rodin,eric,1011099,eric rodin
rodney,fernando,494,fernando rodney
rodriguez,rosario,1011112,rosario rodriguez
rodriguez,eduardo,13164,eduardo rodriguez
rodriguez,tony,1011115,tony rodriguez
rodriguez,guillermo,7011,guillermo rodriguez
rodriguez,jose,1180,jose rodriguez
rodriguez,ricardo,1585,ricardo rodriguez
rodriguez,nerio,403,nerio rodriguez
rodriguez,frankie,1011106,frankie rodriguez
rodriguez,rick,1011110,rick rodriguez
rodriguez,eddy,6870,eddy rodriguez
rodriguez,liu,1011109,liu rodriguez
rodriguez,freddy,1011105,freddy rodriguez
rodriguez,ivan,1275,ivan rodriguez
rodriguez,gus,-1,gus rodriguez
rodriguez,henry,7983,henry rodriguez
rodriguez,fernando,7558,fernando rodriguez
rodriguez,jefry,17018,jefry rodriguez
rodriguez,armando,-1,armando rodriguez
rodriguez,chris,22310,chris rodriguez
rodriguez,elvin,20962,elvin rodriguez
rodriguez,edwin,1011103,edwin rodriguez
rodriguez,rich,1276,rich rodriguez
rodriguez,carlos,1011101,carlos rodriguez
rodriguez,eddy,2193,eddy rodriguez
rodriguez,henry,6371,henry rodriguez
rodriguez,aurelio,1011100,aurelio rodriguez
rodriguez,ellie,1011104,ellie rodriguez
rodriguez,wandy,2586,wandy rodriguez
rodriguez,robert,-1,robert rodriguez
rodriguez,aneury,8948,aneury rodriguez
rodriguez,henry,1427,henry rodriguez
rodriguez,john,2338,john rodriguez
rodriguez,felix,1127,felix rodriguez
rodriguez,grayson,-1,grayson rodriguez
rodriguez,alex,1274,alex rodriguez
rodriguez,rafael,6417,rafael rodriguez
rodriguez,josh,5716,josh rodriguez
rodriguez,ruben,1011113,ruben rodriguez
rodriguez,nivaldo,22449,nivaldo rodriguez
rodriguez,wilfredo,1011117,wilfredo rodriguez
rodriguez,yorman,9922,yorman rodriguez
rodriguez,luis,2364,luis rodriguez
rodriguez,guilder,3412,guilder rodriguez
rodriguez,eddie,-1,eddie rodriguez
rodriguez,eduardo,1011102,eduardo rodriguez
rodriguez,steve,1011114,steve rodriguez
rodriguez,roberto,1011111,roberto rodriguez
rodriguez,francisco,6688,francisco rodriguez
rodríguez,sean,6589,sean rodríguez
rodríguez,josé agustín,-1,josé agustín rodríguez
rodríguez,héctor,1011107,héctor rodríguez
rodríguez,bienvenido,-1,bienvenido rodríguez
rodríguez,manuel,20794,manuel rodríguez
rodríguez,wilking,8801,wilking rodríguez
rodríguez,antonio,-1,antonio rodríguez
rodríguez,richard,13549,richard rodríguez
rodríguez,vicente,-1,vicente rodríguez
rodríguez,josé,1011108,josé rodríguez
rodríguez,vic,1011116,vic rodríguez
rodríguez,conrado,-1,conrado rodríguez
rodríguez,ricardo,15458,ricardo rodríguez
rodríguez,julio,23697,julio rodríguez
rodríguez,ronny,11875,ronny rodríguez
rodríguez,josé,17860,josé rodríguez
rodríguez,paco,13398,paco rodríguez
rodríguez,francisco,1642,francisco rodríguez
rodríguez,joely,11487,joely rodríguez
rodríguez,yerry,21955,yerry rodríguez
rodríguez,dereck,14509,dereck rodríguez
rodríguez,bernardo,-1,bernardo rodríguez
rodón,carlos,16137,carlos rodón
roe,rocky,-1,rocky roe
roe,clay,1011119,clay roe
roe,chaz,9866,chaz roe
roe,preacher,1011122,preacher roe
roebuck,ed,1011118,ed roebuck
roenicke,ron,1011121,ron roenicke
roenicke,gary,1011120,gary roenicke
roenicke,josh,3241,josh roenicke
roesler,mike,1011123,mike roesler
roessler,pat,-1,pat roessler
roettger,oscar,1011124,oscar roettger
roettger,wally,1011125,wally roettger
roetz,ed,1011126,ed roetz
rogalski,joe,1011127,joe rogalski
rogan,bullet,-1,bullet rogan
rogell,billy,1011128,billy rogell
rogers,nat,-1,nat rogers
rogers,jay,1011132,jay rogers
rogers,lee,1011136,lee rogers
rogers,tyler,15541,tyler rogers
rogers,emmett,1011130,emmett rogers
rogers,jason,11773,jason rogers
rogers,jake,19452,jake rogers
rogers,george,-1,george rogers
rogers,josh,18510,josh rogers
rogers,taylor,13449,taylor rogers
rogers,buck,1011129,buck rogers
rogers,kevin,1011135,kevin rogers
rogers,eddie,1621,eddie rogers
rogers,kenny,1277,kenny rogers
rogers,packy,1011137,packy rogers
rogers,jim,1011133,jim rogers
rogers,tom,1011139,tom rogers
rogers,brian,6123,brian rogers
rogers,mort,-1,mort rogers
rogers,jimmy,1011134,jimmy rogers
rogers,fraley,1011131,fraley rogers
rogers,trevor,22286,trevor rogers
rogers,mark,4083,mark rogers
rogers,steve,1011138,steve rogers
rogers,esmil,6317,esmil rogers
rogge,clint,1011140,clint rogge
roggenburk,garry,1011141,garry roggenburk
rogodzinski,mike,1011142,mike rogodzinski
rogovin,saul,1011143,saul rogovin
rohde,dave,1011144,dave rohde
rohe,george,1011145,george rohe
rohlinger,ryan,2621,ryan rohlinger
rohn,dan,1011146,dan rohn
rohr,les,1011148,les rohr
rohr,billy,1011147,billy rohr
rohrmeier,dan,1011149,dan rohrmeier
rohwer,ray,1011150,ray rohwer
roig,tony,1011151,tony roig
rojas,cookie,1011152,cookie rojas
rojas,miguel,7802,miguel rojas
rojas,minnie,1011154,minnie rojas
rojas,jose,19331,jose rojas
rojas,mel,1011153,mel rojas
rojas,josh,19734,josh rojas
rojas,ramón,-1,ramón rojas
rojas,euky,-1,euky rojas
rojas,mike,-1,mike rojas
rojas,luis,-1,luis rojas
rojek,stan,1011155,stan rojek
rojo,julio,-1,julio rojo
roland,jim,1011156,jim roland
rolen,scott,970,scott rolen
rolfe,red,1011157,red rolfe
rolison,nate,1011158,nate rolison
roll,,-1,
rolling,ray,1011160,ray rolling
rolling,carl,-1,carl rolling
rollings,red,1011161,red rollings
rollins,david,11928,david rollins
rollins,jimmy,971,jimmy rollins
rollins,rich,1011162,rich rollins
rollinson,bill,1011159,bill rollinson
rolls,damian,1222,damian rolls
romak,jamie,5552,jamie romak
roman,bill,1011163,bill roman
roman,jose,1011166,jose roman
romanick,ron,1011168,ron romanick
romano,jason,1278,jason romano
romano,tom,1011169,tom romano
romano,jim,1011164,jim romano
romano,john,1011165,john romano
romano,mike,1011167,mike romano
romano,jordan,16122,jordan romano
romano,sal,13690,sal romano
romberger,dutch,1011170,dutch romberger
romero,jojo,19574,jojo romero
romero,ed,1011171,ed romero
romero,jhon,19940,jhon romero
romero,enny,4001,enny romero
romero,davis,2756,davis romero
romero,ricky,3403,ricky romero
romero,tommy,23465,tommy romero
romero,mandy,1804,mandy romero
romero,niuman,5063,niuman romero
romero,ramon,1011172,ramon romero
romero,stefen,11746,stefen romero
romero,seth,21333,seth romero
romero,alex,3129,alex romero
romero,j. c.,754,j. c. romero
romero,fernando,15885,fernando romero
romine,austin,5491,austin romine
romine,andrew,1159,andrew romine
romine,kevin,1011173,kevin romine
rommel,eddie,1011174,eddie rommel
romo,sergio,9817,sergio romo
romo,vicente,1011177,vicente romo
romo,enrique,1011175,enrique romo
romonosky,john,1011176,john romonosky
ronan,marc,1011178,marc ronan
rondeau,henri,1011179,henri rondeau
rondon,gil,1011180,gil rondon
rondon,josé,14140,josé rondon
rondon,jorge,5791,jorge rondon
roney,matt,1670,matt roney
roof,phil,1011182,phil roof
roof,gene,1011181,gene roof
rooker,jim,1011183,jim rooker
rooker,brent,19627,brent rooker
rooks,george,1011184,george rooks
roomes,rolando,1011185,rolando roomes
rooney,frank,1011186,frank rooney
rooney,pat,1011187,pat rooney
rooney,clemon,-1,clemon rooney
root,charlie,1011188,charlie root
roper,john,1011189,john roper
roque,jorge,1011190,jorge roque
roque,rafael,1011191,rafael roque
roque,josé,-1,josé roque
rortvedt,ben,20287,ben rortvedt
rosa,carlos,8529,carlos rosa
rosa,adonis,17942,adonis rosa
rosado,jose,1011192,jose rosado
rosado,luis,1011193,luis rosado
rosales,adam,9682,adam rosales
rosales,leo,5618,leo rosales
rosar,buddy,1011194,buddy rosar
rosario,sandy,1525,sandy rosario
rosario,eguy,19964,eguy rosario
rosario,wilin,8002,wilin rosario
rosario,santiago,1011197,santiago rosario
rosario,amed,15518,amed rosario
rosario,jimmy,1011195,jimmy rosario
rosario,rodrigo,1747,rodrigo rosario
rosario,francisco,2091,francisco rosario
rosario,eddie,12155,eddie rosario
rosario,melvin,1011196,melvin rosario
rosario,alberto,7125,alberto rosario
rosario,randy,14508,randy rosario
rosario,victor,1011198,victor rosario
roscoe,johnny,-1,johnny roscoe
rose,don,1011204,don rose
rose,brian,1011201,brian rose
rose,bobby,1011200,bobby rose
rose,pete,1011217,pete rose
rose,pete,1011218,pete rose
rose,chuck,1011203,chuck rose
rose,mike,2278,mike rose
rose,,-1,
roseboro,john,1011199,john roseboro
rosebraugh,rosie,1011202,rosie rosebraugh
roselli,bob,1011205,bob roselli
rosello,dave,1011206,dave rosello
roseman,james,1011207,james roseman
rosen,al,1011208,al rosen
rosen,goody,1011209,goody rosen
rosenbaum,glen,-1,glen rosenbaum
rosenberg,harry,1011210,harry rosenberg
rosenberg,kenny,20009,kenny rosenberg
rosenberg,steve,1011215,steve rosenberg
rosenberg,lou,1011212,lou rosenberg
rosenberg,randy,-1,randy rosenberg
rosenberg,b. j.,7183,b. j. rosenberg
rosenberry,bill,-1,bill rosenberry
rosenfeld,max,1011213,max rosenfeld
rosenthal,wayne,1011216,wayne rosenthal
rosenthal,simon,1011214,simon rosenthal
rosenthal,larry,1011211,larry rosenthal
rosenthal,trevor,10745,trevor rosenthal
roser,steve,1011220,steve roser
roser,bunny,1011219,bunny roser
rosin,seth,10606,seth rosin
roskos,john,1011221,john roskos
ross,dick,-1,dick ross
ross,howard,-1,howard ross
ross,tyson,7872,tyson ross
ross,buster,1011223,buster ross
ross,bob,1011222,bob ross
ross,cody,1760,cody ross
ross,ralph,-1,ralph ross
ross,mark,1011233,mark ross
ross,robert,-1,robert ross
ross,don,1011227,don ross
ross,william,-1,william ross
ross,buck,1011224,buck ross
ross,george,1011231,george ross
ross,gary,1011230,gary ross
ross,david,1551,david ross
ross,cliff,1011226,cliff ross
ross,joe,12972,joe ross
ross,ernie,1011229,ernie ross
ross,chet,1011225,chet ross
ross,robbie,6819,robbie ross
ross,sam,-1,sam ross
rosscup,zac,9419,zac rosscup
rosselli,joe,1011228,joe rosselli
rossi,joe,1011232,joe rossi
rossman,claude,1011234,claude rossman
rossman,bubby,17179,bubby rossman
rosso,ramón,20368,ramón rosso
rosso,frank,1011235,frank rosso
rossy,rico,1011236,rico rossy
rotblatt,marv,1011237,marv rotblatt
rotes,bill,-1,bill rotes
roth,braggo,1011238,braggo roth
roth,herman,-1,herman roth
roth,ronald,-1,ronald roth
roth,frank,1011242,frank roth
roth,roy,-1,roy roth
roth,michael,13736,michael roth
rothel,bob,1011240,bob rothel
rothermel,bobby,1011239,bobby rothermel
rothfuss,jack,1011241,jack rothfuss
rothgeb,claude,1011243,claude rothgeb
rothrock,jack,1011244,jack rothrock
rothschild,larry,1011245,larry rothschild
rottino,vinny,5202,vinny rottino
rounsaville,gene,1011246,gene rounsaville
rountree,hank,-1,hank rountree
rouse,mike,1893,mike rouse
roush,edd,1011247,edd roush
routcliffe,phil,1011248,phil routcliffe
rowan,jack,1011250,jack rowan
rowan,dave,1011249,dave rowan
rowand,aaron,254,aaron rowand
rowdon,wade,1011251,wade rowdon
rowe,don,1011253,don rowe
rowe,ken,1011256,ken rowe
rowe,harland,1011254,harland rowe
rowe,dave,1011252,dave rowe
rowe,,-1,
rowe,jack,1011255,jack rowe
rowe,schoolboy,1011259,schoolboy rowe
rowe,ralph,-1,ralph rowe
rowell,bama,1011257,bama rowell
rowen,ben,10983,ben rowen
rowen,ed,1011258,ed rowen
rowland,rich,1011262,rich rowland
rowland,mike,1011261,mike rowland
rowland,chuck,1011260,chuck rowland
rowland,pants,-1,pants rowland
rowland-smith,ryan,3245,ryan rowland-smith
rowley,chris,18820,chris rowley
rowson,james,-1,james rowson
roxburgh,jim,1011263,jim roxburgh
roy,jean-pierre,1011267,jean-pierre roy
roy,luther,1011268,luther roy
roy,ormsby,-1,ormsby roy
roy,emil,1011265,emil roy
roy,normie,1011269,normie roy
roy,charlie,1011264,charlie roy
royal,dizzy,-1,dizzy royal
royal,joe,-1,joe royal
royce,,-1,
royer,stan,1011266,stan royer
royster,jerry,1011270,jerry royster
royster,willie,1011271,willie royster
rozek,dick,1011272,dick rozek
rozema,dave,1011273,dave rozema
roznovsky,vic,1011274,vic roznovsky
rua,ryan,12409,ryan rua
ruan,wilkin,1622,wilkin ruan
rubeling,al,1011275,al rubeling
ruberto,sonny,1011276,sonny ruberto
rubio,jorge,1011277,jorge rubio
ruble,art,1011278,art ruble
rucinski,drew,12499,drew rucinski
rucker,johnny,1011280,johnny rucker
rucker,michael,19454,michael rucker
rucker,nap,1011281,nap rucker
rucker,dave,1011279,dave rucker
rudd,will,-1,will rudd
rudderham,frank,-1,frank rudderham
rudderham,john,1011282,john rudderham
rudi,joe,1011283,joe rudi
rudolph,john,1011286,john rudolph
rudolph,dick,1011284,dick rudolph
rudolph,don,1011285,don rudolph
rudolph,ernie,1011287,ernie rudolph
rudolph,ken,1011288,ken rudolph
ruebel,matt,1011289,matt ruebel
ruel,muddy,1011290,muddy ruel
rueter,kirk,1128,kirk rueter
ruether,dutch,1011291,dutch ruether
ruf,darin,9929,darin ruf
rufer,rudy,1011292,rudy rufer
ruffcorn,scott,1011293,scott ruffcorn
ruffin,johnny,1011295,johnny ruffin
ruffin,bruce,1011294,bruce ruffin
ruffin,chance,11745,chance ruffin
ruffin,leon,-1,leon ruffin
ruffing,red,1011296,red ruffing
ruggiano,justin,7620,justin ruggiano
ruhl,gus,-1,gus ruhl
ruhle,vern,1011297,vern ruhle
ruiz,antonio,-1,antonio ruiz
ruiz,randy,2761,randy ruiz
ruiz,chico,1011299,chico ruiz
ruiz,rio,14103,rio ruiz
ruiz,carlos,2579,carlos ruiz
ruiz,silvino,-1,silvino ruiz
ruiz,josé,14552,josé ruiz
ruiz,keibert,19610,keibert ruiz
ruiz,chico,1011298,chico ruiz
ruiz,chris,-1,chris ruiz
ruiz,esteury,21780,esteury ruiz
rullo,joe,1011300,joe rullo
rumbelow,nick,14867,nick rumbelow
rumler,william,1011301,william rumler
rundles,rich,2760,rich rundles
runge,paul,1011302,paul runge
runge,paul,-1,paul runge
runge,brian,-1,brian runge
runge,ed,-1,ed runge
runnells,tom,1011304,tom runnells
runnels,pete,1011303,pete runnels
runyan,sean,1011305,sean runyan
runzler,dan,4080,dan runzler
rupe,ryan,1223,ryan rupe
rupe,josh,7206,josh rupe
rupp,cameron,11146,cameron rupp
ruppert,jacob,-1,jacob ruppert
rusch,glendon,707,glendon rusch
rush,bob,1011307,bob rush
rush,andy,1011306,andy rush
rushford,jim,1623,jim rushford
rusie,amos,1011308,amos rusie
rusin,chris,9895,chris rusin
ruskin,scott,1011309,scott ruskin
russ,john,1011323,john russ
russ,pythias,-1,pythias russ
russell,frank,-1,frank russell
russell,reb,1011321,reb russell
russell,ewing,-1,ewing russell
russell,jack,1011313,jack russell
russell,a.,-1,a. russell
russell,adam,7334,adam russell
russell,lefty,1011318,lefty russell
russell,john,1011316,john russell
russell,rip,1011322,rip russell
russell,james,4089,james russell
russell,lloyd,1011319,lloyd russell
russell,bill,-1,bill russell
russell,john henry,-1,john henry russell
russell,allen,1011310,allen russell
russell,john,1011317,john russell
russell,branch,-1,branch russell
russell,addison,14106,addison russell
russell,jeff,1011314,jeff russell
russell,bill,1011311,bill russell
russell,jim,1011315,jim russell
russell,harvey,1011312,harvey russell
russell,paul,1011320,paul russell
russo,kevin,3630,kevin russo
russo,marius,1011324,marius russo
